"","ds","tv_S","ooh_S","print_S","facebook_S","search_S","newsletter","type","solID"
"787",2016-02-08,0.0199219879001624,0.131564969931246,0.180932213444195,0.386345381245632,0.0129975410211201,0.0798748543612146,"saturatedMedia","3_130_15"
"788",2016-02-15,0.426559704719781,0.0777817947436476,0.133719119126236,0.263057172814426,0.000187984093592404,0.194923554607769,"saturatedMedia","3_130_15"
"789",2016-02-22,0.216970856008513,0.0448494804052513,0.0501090809357493,0.0628845639652825,2.68448742325758e-06,0.209391037708351,"saturatedMedia","3_130_15"
"790",2016-02-29,0.425505282951199,0.0254753271455667,0.0177088699186789,0.26598661246712,0.00512729650757081,0.00606811940365939,"saturatedMedia","3_130_15"
"791",2016-03-07,0.216239155322161,0.014344760339285,0.37004618096292,0.0637777736591469,0.0121972060219403,0.0418677951671543,"saturatedMedia","3_130_15"
"792",2016-03-14,0.237941019628541,0.204904506929202,0.167187041078126,0.0126444110810174,0.00977431518041401,0.0234920448743877,"saturatedMedia","3_130_15"
"793",2016-03-21,0.104190528060665,0.125472113356214,0.0642015319330917,0.00240168107951306,0.00872287931643682,0.0380900210002026,"saturatedMedia","3_130_15"
"794",2016-03-28,0.0415264290725565,0.258635479952582,0.332871407068589,0.552906733924025,0.0104762777980458,0.0655787975144604,"saturatedMedia","3_130_15"
"795",2016-04-04,0.0158826580531176,0.162634506205579,0.145678710895389,0.190908568153382,0.00613680835041289,0.0630000529763334,"saturatedMedia","3_130_15"
"796",2016-04-11,0.00597592392752804,0.265705829497051,0.0550660874844009,0.0424730486709872,0.00523885491316797,0.010873912664023,"saturatedMedia","3_130_15"
"797",2016-04-18,0.0171250403091387,0.167674022431277,0.0195265953590499,0.253166026145965,0.0046443671326878,0.0787899271940599,"saturatedMedia","3_130_15"
"798",2016-04-25,0.0064484537763756,0.10084371761172,0.00676009489504459,0.0599081951322622,0.00460687108875175,0.0343824492991813,"saturatedMedia","3_130_15"
"799",2016-05-02,0.002411839091011,0.0587693715609271,0.29678753687909,0.0118380105711068,0.00228876693424766,0.0234740083241233,"saturatedMedia","3_130_15"
"800",2016-05-09,0.000899783350186484,0.220853181535144,0.126052729589973,0.0022470266333431,0.00249847962310747,0.00441597383313628,"saturatedMedia","3_130_15"
"801",2016-05-16,0.000335362952702771,0.136298035641897,0.0469762836725209,0.36409539126626,3.57607405041398e-05,0.178845844476059,"saturatedMedia","3_130_15"
"802",2016-05-23,0.000124950599067121,0.334427006272313,0.0165663914106031,0.0971763830865104,5.1060092960085e-07,0.207513118378691,"saturatedMedia","3_130_15"
"803",2016-05-30,4.65483457205307e-05,0.218588291186276,0.00572397545923719,0.0198331832700127,0.0013225427887289,0.0714862517331571,"saturatedMedia","3_130_15"
"804",2016-06-06,1.73399880014259e-05,0.134750307579319,0.00196356424978098,0.00378946734376389,0.00157842094944051,0.0190003941246459,"saturatedMedia","3_130_15"
"805",2016-06-13,6.45929878643924e-06,0.0797846114331546,0.000671915618730531,0.000714580565707234,0.00268486668609986,0.0356231247160164,"saturatedMedia","3_130_15"
"806",2016-06-20,0.0171143152201706,0.328931465827034,0.000229728452128015,0.257855517730993,0.00338079983435002,0.0053088202411445,"saturatedMedia","3_130_15"
"807",2016-06-27,0.00644437139033451,0.214383156865722,7.85214640968285e-05,0.061311782579642,0.00301017326049653,0.0088394231418655,"saturatedMedia","3_130_15"
"808",2016-07-04,0.0155816022911022,0.131885807667376,0.129958428078416,0.0121298946723575,0.0040045757809505,0.0128310177152844,"saturatedMedia","3_130_15"
"809",2016-07-11,0.00586153184254228,0.077983253006789,0.0485679897338662,0.00230298161628088,0.00505509594504197,0.0457899831493097,"saturatedMedia","3_130_15"
"810",2016-07-18,0.00352973988604682,0.464080134573604,0.140583166059618,0.353650237610277,0.00294422140697906,0.0316758587127669,"saturatedMedia","3_130_15"
"811",2016-07-25,0.00131776370585873,0.325280341685721,0.0529435725357888,0.0932655172223475,0.00502613711705532,0.108933843357293,"saturatedMedia","3_130_15"
"812",2016-08-01,0.0604154695742889,0.401045234348929,0.0187467682865894,0.49098858862488,0.0076567319597822,0.0952604571286604,"saturatedMedia","3_130_15"
"813",2016-08-08,0.0233918461792947,0.271545721632754,0.0255971174032264,0.153499124147538,0.0102448881100875,0.164799463855627,"saturatedMedia","3_130_15"
"814",2016-08-15,0.124987850007361,0.171863589115125,0.00889772334026786,0.141078677420903,0.000147766190139677,0.205852741725206,"saturatedMedia","3_130_15"
"815",2016-08-22,0.0505208890509396,0.103571225909141,0.324582285983971,0.0962025837961127,2.11007614221621e-06,0.210657745990611,"saturatedMedia","3_130_15"
"816",2016-08-29,0.131297965578251,0.364649242431836,0.141065367858712,0.0196175947847135,0.0107208446461421,0.0150320994133178,"saturatedMedia","3_130_15"
"817",2016-09-05,0.186180813740496,0.352570354332364,0.133350813681863,0.00754792455229957,0.0173819070744449,0.00879450301148778,"saturatedMedia","3_130_15"
"818",2016-09-12,0.0785274105457941,0.405379414254506,0.0499577838232886,0.00142768414962443,0.0208525998063298,0.0734651700094116,"saturatedMedia","3_130_15"
"819",2016-09-19,0.0307679443190113,0.317135652138771,0.497098208651623,0.432347104008082,0.0224328530761571,0.135607793823054,"saturatedMedia","3_130_15"
"820",2016-09-26,0.0116868412674089,0.397795333105088,0.252507281321336,0.12524760926235,0.01738511238338,0.014046282071267,"saturatedMedia","3_130_15"
"821",2016-10-03,0.820692116758323,0.393660216280314,0.320855592240844,0.350899139840745,0.021371617571983,0.109023244138408,"saturatedMedia","3_130_15"
"822",2016-10-10,0.630307982547107,0.265488356026606,0.360565344159936,0.439932910857657,0.0312307491793114,0.268061385103006,"saturatedMedia","3_130_15"
"823",2016-10-17,0.824291780277691,0.235612225366194,0.161570567745231,0.563237266588755,0.0290169054457855,0.32240728812694,"saturatedMedia","3_130_15"
"824",2016-10-24,0.63603465583584,0.378985015506388,0.282263273917045,0.615185815275815,0.0344668380625018,0.199605323032353,"saturatedMedia","3_130_15"
"825",2016-10-31,0.854405497420627,0.253592883586864,0.118476213244146,0.648858178147808,0.0512914544656531,0.13289041427199,"saturatedMedia","3_130_15"
"826",2016-11-07,0.686127179349119,0.368900683427432,0.31096782041081,0.675847025704297,0.0399693254424027,0.347825361455721,"saturatedMedia","3_130_15"
"827",2016-11-14,0.756570174756682,0.24552594479476,0.13362554970657,0.627101534278623,0.000594077926896565,0.227230528054052,"saturatedMedia","3_130_15"
"828",2016-11-21,0.584440179774091,0.369405492588059,0.230024980410726,0.661406956555811,8.48706641221607e-06,0.213121652260013,"saturatedMedia","3_130_15"
"829",2016-11-28,0.343783754183,0.245927715209897,0.195523111359822,0.596582308914687,0.160538850511995,0.33607221055033,"saturatedMedia","3_130_15"
"830",2016-12-05,0.279958794503346,0.433931785530241,0.0766902042808831,0.375860745505819,0.18387655304225,0.611117969990431,"saturatedMedia","3_130_15"
"831",2016-12-12,0.126510433093609,0.299116254186973,0.027602239837007,0.402280979683444,0.149995513386484,0.270171926292068,"saturatedMedia","3_130_15"
"832",2016-12-19,0.0511893961071887,0.486485309534831,0.00960761500393127,0.22377759913427,0.128565881121114,0.0321402387428652,"saturatedMedia","3_130_15"
"833",2016-12-26,0.728902425487227,0.345302057043631,0.00330429497526806,0.617226981570671,0.153228194736954,0.00134598867807407,"saturatedMedia","3_130_15"
"834",2017-01-02,0.7380949364265,0.533395678826797,0.515264617015785,0.558476110754277,0.14539674676169,0.535448494608103,"saturatedMedia","3_130_15"
"835",2017-01-09,0.512143855258882,0.388908979050183,0.266471386708368,0.597200917150544,0.13395197025542,0.28815946140919,"saturatedMedia","3_130_15"
"836",2017-01-16,0.33249668686503,0.261616611597956,0.149358804026309,0.628569125137611,0.119620467153076,0.442596524579226,"saturatedMedia","3_130_15"
"837",2017-01-23,0.156511094076871,0.164755003454792,0.305787712780944,0.655647366995256,0.126463690147818,0.160775395751475,"saturatedMedia","3_130_15"
"838",2017-01-30,0.36843757458341,0.0989498261985198,0.130838652521559,0.57335641487696,0.135324937424778,0.322653944981631,"saturatedMedia","3_130_15"
"839",2017-02-06,0.178516489221714,0.0576150238312498,0.0489279479725175,0.201683055906938,0.0863234558212204,0.032537343981019,"saturatedMedia","3_130_15"
"840",2017-02-13,0.0748869511283755,0.331650634852722,0.017277558799513,0.654017929862924,0.00134713364839634,0.18696189932297,"saturatedMedia","3_130_15"
"841",2017-02-20,0.0292712383559722,0.216460836651974,0.264202436630853,0.262189592704135,1.92596129629535e-05,0.208463621886616,"saturatedMedia","3_130_15"
"842",2017-02-27,0.0111076976796649,0.133299628219115,0.109299481638365,0.790071996228532,0.0280660124798643,0.315803279247066,"saturatedMedia","3_130_15"
"843",2017-03-06,0.00416671263746023,0.0788717351435082,0.352314636545782,0.414350953960832,0.0450972094343893,0.122136712675426,"saturatedMedia","3_130_15"
"844",2017-03-13,0.0130487974925459,0.0455007153628688,0.156757099884966,0.117390776345964,0.0399046385718298,0.297457401939722,"saturatedMedia","3_130_15"
"845",2017-03-20,0.0049008680981382,0.0258528550119088,0.44903371605138,0.0243935378491459,0.0313598496250512,0.269799745217777,"saturatedMedia","3_130_15"
"846",2017-03-27,0.00183122834169948,0.153757006785243,0.217847778407827,0.274418234226882,0.0485976931643764,0.320513590048227,"saturatedMedia","3_130_15"
"847",2017-04-03,0.000682926061394697,0.0918614454897595,0.0869124874151726,0.0663791600840255,0.0472880341699505,0.0131255903814289,"saturatedMedia","3_130_15"
"848",2017-04-10,0.000254502288336359,0.532084372702783,0.031504690799722,0.0131895376245541,0.0307921130110492,0.00182610760633063,"saturatedMedia","3_130_15"
"849",2017-04-17,0.00257042964375967,0.387657771873268,0.010994721510743,0.00250634342344412,0.0263178372461856,0.0789032577027534,"saturatedMedia","3_130_15"
"850",2017-04-24,0.000959044215495042,0.485001130596769,0.00378483278795946,0.000472128214863745,0.0216550240641736,0.173030840116966,"saturatedMedia","3_130_15"
"851",2017-05-01,0.102466280556224,0.343960096707474,0.00129669536558279,8.87893944216899e-05,0.0132631090589014,0.0391733866118555,"saturatedMedia","3_130_15"
"852",2017-05-08,0.0407919862705641,0.481068630066826,0.000443523599358652,1.66927164757745e-05,0.0127007610989258,0.055573253912283,"saturatedMedia","3_130_15"
"853",2017-05-15,0.0155943758280178,0.340415271970866,0.000151618245795562,3.13810531147525e-06,0.000183637331606599,0.191176554428709,"saturatedMedia","3_130_15"
"854",2017-05-22,0.00586638451360654,0.289743920859363,5.18206358381614e-05,0.387983022425579,2.62240269959953e-06,0.208955123501107,"saturatedMedia","3_130_15"
"855",2017-05-29,0.00219333023243579,0.185078676822075,0.179286760088972,0.106484402954353,0.00447925770266295,0.0392743820645369,"saturatedMedia","3_130_15"
"856",2017-06-05,0.00807647945520484,0.22995052473062,0.069469670115654,0.341632167260606,0.0106656747920351,0.00550068079123437,"saturatedMedia","3_130_15"
"857",2017-06-12,0.00302385198127942,0.142549631254005,0.0248789003796101,0.0888793094884833,0.00836642948547743,0.0159332382971546,"saturatedMedia","3_130_15"
"858",2017-06-19,0.1172755170301,0.0847140122812024,0.008643909875555,0.0205912265204092,0.0167549862359077,0.0199041369782231,"saturatedMedia","3_130_15"
"859",2017-06-26,0.0471558846019062,0.362575867393799,0.121423790905756,0.00393676731034406,0.013175752739825,0.00194021985018006,"saturatedMedia","3_130_15"
"860",2017-07-03,0.0303588747713347,0.240510271593203,0.273826067583801,0.562507424879783,0.0260641264448474,0.0678468990636429,"saturatedMedia","3_130_15"
"861",2017-07-10,0.0115284435331663,0.149876950058512,0.114156131258103,0.194658099159079,0.0280435552670652,0.0376345232153674,"saturatedMedia","3_130_15"
"862",2017-07-17,0.0205760668950627,0.318539403467454,0.501379104217873,0.0434638488059677,0.0305165133400503,0.00682990833457716,"saturatedMedia","3_130_15"
"863",2017-07-24,0.00776493948898591,0.206496460798526,0.25575301551016,0.00846968773459682,0.0312117037800936,0.120393607742382,"saturatedMedia","3_130_15"
"864",2017-07-31,0.0200646675296834,0.408625697089429,0.142151782954216,0.00160324234628128,0.0432210473895624,0.0751734925943146,"saturatedMedia","3_130_15"
"865",2017-08-07,0.00756948817772705,0.3855447108972,0.278198248724378,0.000301786313322534,0.0638639832767981,0.0584899940379039,"saturatedMedia","3_130_15"
"866",2017-08-14,0.123383273183152,0.258886992174622,0.116387475265695,5.67466970357276e-05,0.000973092269343595,0.191654679026917,"saturatedMedia","3_130_15"
"867",2017-08-21,0.0498178801841079,0.162813163866114,0.306725645373731,0.125910052646291,1.39069081294779e-05,0.209010799830122,"saturatedMedia","3_130_15"
"868",2017-08-28,0.767476336256623,0.0976928652806795,0.131341494586406,0.120333870061228,0.0805508371755253,0.413973120118961,"saturatedMedia","3_130_15"
"869",2017-09-04,0.551469599498573,0.0568500107570356,0.0491337847058198,0.0250713352159159,0.102685629646393,0.244407788568164,"saturatedMedia","3_130_15"
"870",2017-09-11,0.670784789354213,0.353582566605028,0.136520482309875,0.0592933254462424,0.0810604103340809,0.0154735721942671,"saturatedMedia","3_130_15"
"871",2017-09-18,0.431491436097536,0.233435876968346,0.0512624980060672,0.0117103650487024,0.101197631149141,0.133967531259768,"saturatedMedia","3_130_15"
"872",2017-09-25,0.772944204403168,0.366869105663809,0.0181307299545123,0.261026001346297,0.144239721194746,0.274754402688281,"saturatedMedia","3_130_15"
"873",2017-10-02,0.911441511601365,0.324013120039715,0.00627101016794165,0.0622684090996144,0.142800579268656,0.364708458601388,"saturatedMedia","3_130_15"
"874",2017-10-09,0.888866918293729,0.486657821642487,0.397930884670739,0.501049225396005,0.166102617858338,0.171783876052158,"saturatedMedia","3_130_15"
"875",2017-10-16,0.748704287623343,0.345458184564579,0.184256509121067,0.516378742230369,0.155251689134855,0.530397881897252,"saturatedMedia","3_130_15"
"876",2017-10-23,0.763930602970864,0.29893155998484,0.0716611343698904,0.550544148118448,0.165155622681875,0.465208189013834,"saturatedMedia","3_130_15"
"877",2017-10-30,0.57844807492833,0.191843879794276,0.0257025743804159,0.586130037566558,0.187287694397263,0.0495734687858579,"saturatedMedia","3_130_15"
"878",2017-11-06,0.512195059825596,0.469137212690169,0.463743463273877,0.506376612054617,0.244690227354539,0.286283498483387,"saturatedMedia","3_130_15"
"879",2017-11-13,0.28115988269099,0.329755572405965,0.228119818009032,0.667781018323287,0.00460412542121829,0.219930998832891,"saturatedMedia","3_130_15"
"880",2017-11-20,0.569693394030529,0.355744667512035,0.126536988553554,0.526452110580261,6.60362522558031e-05,0.21228174818278,"saturatedMedia","3_130_15"
"881",2017-11-27,0.330283065528274,0.23513053479068,0.275991570840674,0.407927495785555,0.379074705207207,0.507126750831455,"saturatedMedia","3_130_15"
"882",2017-12-04,0.397408338444447,0.310634328780547,0.115259334833084,0.291589236675998,0.398310965735804,0.200763288614176,"saturatedMedia","3_130_15"
"883",2017-12-11,0.197216829550762,0.200553605951941,0.042623659549583,0.38011172675177,0.337546626082118,0.463855457168046,"saturatedMedia","3_130_15"
"884",2017-12-18,0.579680865892353,0.307776640102327,0.0149871095407593,0.215188102173608,0.348051320791965,0.547858999253909,"saturatedMedia","3_130_15"
"885",2017-12-25,0.83253510268888,0.19841712946558,0.344902806907663,0.616255917863781,0.285568611668026,0.673337782310986,"saturatedMedia","3_130_15"
"886",2018-01-01,0.6493529469255,0.121116515801951,0.271279063534411,0.558120635230254,0.297098517946162,0.785521775768329,"saturatedMedia","3_130_15"
"887",2018-01-08,0.408224719004973,0.0943738030271846,0.112863474260505,0.597110199371306,0.306876631399286,0.783322957578733,"saturatedMedia","3_130_15"
"888",2018-01-15,0.528825736012966,0.0548342355116084,0.376860789147203,0.217903093054444,0.277796609864301,0.184911954571922,"saturatedMedia","3_130_15"
"889",2018-01-22,0.294822835092547,0.233858719199465,0.49510976468242,0.0497698403169876,0.238007921004397,0.0778054096167525,"saturatedMedia","3_130_15"
"890",2018-01-29,0.340472040318914,0.145252573694446,0.251008891699823,0.00975027305787446,0.220097750167947,0.112940189704518,"saturatedMedia","3_130_15"
"891",2018-02-05,0.161285164904094,0.0864308512960444,0.21809668479958,0.0387065810449045,0.282944414565695,0.635557657362484,"saturatedMedia","3_130_15"
"892",2018-02-12,0.119681016689842,0.232304790115888,0.0870284370243678,0.00751256890528955,0.00560232361105695,0.272312115637072,"saturatedMedia","3_130_15"
"893",2018-02-19,0.0482016607091564,0.144176612063672,0.191680116620682,0.00142095561007882,8.04327553969364e-05,0.218311130023847,"saturatedMedia","3_130_15"
"894",2018-02-26,0.0614088109879315,0.245268059515349,0.304257616243171,0.000267433933825112,0.0932022643042127,0.210969652936403,"saturatedMedia","3_130_15"
"895",2018-03-05,0.0237918653779499,0.153203489120919,0.130020007417448,5.02858093014177e-05,0.132966038836397,0.191899059327093,"saturatedMedia","3_130_15"
"896",2018-03-12,0.323024953670009,0.29794366305326,0.451703521147723,9.45361230939905e-06,0.131649287535257,0.0669108061512729,"saturatedMedia","3_130_15"
"897",2018-03-19,0.150919139279592,0.191113407934984,0.219691115814595,1.77719765722369e-06,0.0963485310642851,0.104395532781793,"saturatedMedia","3_130_15"
"898",2018-03-26,0.18956731491336,0.293428878937855,0.163695851757164,3.34095763810811e-07,0.10108518039795,0.264679914931567,"saturatedMedia","3_130_15"
"899",2018-04-02,0.0801486169127671,0.187784441519174,0.0626989747084397,6.2806659768443e-08,0.0790107027930284,0.0951199375141927,"saturatedMedia","3_130_15"
"900",2018-04-09,0.0314367898167358,0.155375473775019,0.0223497558846957,1.18070208293091e-08,0.0873225636550154,0.494683461784182,"saturatedMedia","3_130_15"
"901",2018-04-16,0.0119460067634749,0.0928999149386365,0.00775206487539969,0.210876664934661,0.0630135829171806,0.279510798476314,"saturatedMedia","3_130_15"
"902",2018-04-23,0.00448355367912954,0.36282848827018,0.00266285251994289,0.047833393739173,0.0334455507860037,0.0187583509868112,"saturatedMedia","3_130_15"
"903",2018-04-30,0.00167485725740403,0.240709961136598,0.000911626513603601,0.761142612119694,0.0215488573496073,0.0324349274491257,"saturatedMedia","3_130_15"
"904",2018-05-07,0.000624548721560926,0.275253747671728,0.000311734996578286,0.374628089931934,0.0444377706040639,0.000964652485169918,"saturatedMedia","3_130_15"
"905",2018-05-14,0.000232738597885755,0.174536568123973,0.170593727988701,0.782052076868817,0.000663536489103614,0.176465800974648,"saturatedMedia","3_130_15"
"906",2018-05-21,0.000179066257209905,0.191640578205437,0.0656752199543048,0.40282652405396,9.48000896330392e-06,0.207233254202818,"saturatedMedia","3_130_15"
"907",2018-05-28,6.67105334735882e-05,0.116596002098304,0.132594384985317,0.223692357597732,0.0299541979490851,0.344255836534061,"saturatedMedia","3_130_15"
"908",2018-06-04,2.48510332141492e-05,0.0684497574197999,0.0496473006459684,0.0513856198029779,0.0466245853174511,0.333335047701392,"saturatedMedia","3_130_15"
"909",2018-06-11,0.0019502064553019,0.03930019138982,0.156963793359007,0.0100805990537392,0.0463789108942036,0.0678033532188032,"saturatedMedia","3_130_15"
"910",2018-06-18,0.000727351329273079,0.130887822391125,0.0598233389283069,0.00191069127019551,0.0658704242314453,0.251250312919539,"saturatedMedia","3_130_15"
"911",2018-06-25,0.000271065567508109,0.0773568045175745,0.271339875920031,0.370973336295644,0.0637602851727427,0.180692704823763,"saturatedMedia","3_130_15"
"912",2018-07-02,0.0106802798116481,0.370235731748319,0.112894276305868,0.0998034584665526,0.037729665507501,0.139897804909411,"saturatedMedia","3_130_15"
"913",2018-07-09,0.00400529814131779,0.246588958541369,0.3083309173693,0.637708991456149,0.0585282878965003,0.142047553443001,"saturatedMedia","3_130_15"
"914",2018-07-16,0.0102353679330733,0.27687666209852,0.132203916566978,0.248629963833544,0.0620512321229084,0.0657950125907924,"saturatedMedia","3_130_15"
"915",2018-07-23,0.0189382168161029,0.175709618509336,0.181196122656841,0.0585632731631616,0.111488181993374,0.237979081549005,"saturatedMedia","3_130_15"
"916",2018-07-30,0.00713941866989429,0.106084755198843,0.0703096982498189,0.011558981663898,0.150166388798821,0.073073431086702,"saturatedMedia","3_130_15"
"917",2018-08-06,0.0234200366737817,0.294402386063204,0.206367197763685,0.00219356105887998,0.1959039447955,0.656719701109184,"saturatedMedia","3_130_15"
"918",2018-08-13,0.00885419665681545,0.188500959006892,0.0816122003259854,0.42627449212966,0.0034664660879745,0.277117289909213,"saturatedMedia","3_130_15"
"919",2018-08-20,0.351984340829874,0.322371907827817,0.0294743293580043,0.122557145805468,4.96630351804462e-05,0.218867226652433,"saturatedMedia","3_130_15"
"920",2018-08-27,0.168284621391817,0.209395140206278,0.0102721328525874,0.456885829174648,0.129073698340632,0.574110635878792,"saturatedMedia","3_130_15"
"921",2018-09-03,0.1411965670656,0.278831202115061,0.0211859160927808,0.136549091411844,0.228688199164574,0.750617288108934,"saturatedMedia","3_130_15"
"922",2018-09-10,0.0577094653230066,0.177124925756972,0.0198495843348484,0.0288710562080711,0.280282175764822,0.613493870073738,"saturatedMedia","3_130_15"
"923",2018-09-17,0.0223047612117655,0.234638758384152,0.244073881028815,0.349732802003578,0.243788754124202,0.771319770083301,"saturatedMedia","3_130_15"
"924",2018-09-24,0.00973869386260548,0.221191999469964,0.0993784489900854,0.0918226451186468,0.298926299513517,0.0599383010979205,"saturatedMedia","3_130_15"
"925",2018-10-01,0.84743652106005,0.209101453803702,0.107014080687926,0.112267363571912,0.368180119160951,0.406793892525987,"saturatedMedia","3_130_15"
"926",2018-10-08,0.674175105713675,0.128304634326411,0.107216034419298,0.23862891613536,0.346844757437172,0.276334832665153,"saturatedMedia","3_130_15"
"927",2018-10-15,0.717900442632375,0.254219788419248,0.0666485220250125,0.314613831895573,0.393404321203989,0.590882885664028,"saturatedMedia","3_130_15"
"928",2018-10-22,0.486644541589596,0.159505204087443,0.0238222154121477,0.0794383079895298,0.430318238085628,0.618053596682589,"saturatedMedia","3_130_15"
"929",2018-10-29,0.475437778780523,0.0955569710682624,0.0619267949353435,0.629975177946902,0.448648888629027,0.5557918542237,"saturatedMedia","3_130_15"
"930",2018-11-05,0.252403683017821,0.351346501584763,0.0595892086688076,0.24245689509456,0.46141997792259,0.342629951517103,"saturatedMedia","3_130_15"
"931",2018-11-12,0.568144613502188,0.231687293215003,0.021195988659673,0.673370629911073,0.0120844190807147,0.226600495062583,"saturatedMedia","3_130_15"
"932",2018-11-19,0.328887687536321,0.252661472257033,0.00734621550679548,0.27930794118055,0.000174618353654927,0.213049195769372,"saturatedMedia","3_130_15"
"933",2018-11-26,0.584045922562856,0.15840415345544,0.344263141055181,0.614593823321449,0.419126068250356,0.00515124353963925,"saturatedMedia","3_130_15"
"934",2018-12-03,0.34341768031518,0.243626460306221,0.152125027813157,0.230639634149955,0.45353940634384,0.400060445889256,"saturatedMedia","3_130_15"
"935",2018-12-10,0.163063836571699,0.152053942224422,0.214130265599764,0.0533492739656345,0.522720365547009,0.731548194607658,"saturatedMedia","3_130_15"
"936",2018-12-17,0.0676657379640968,0.153113199864811,0.0851859986481166,0.0104832633441527,0.52747645241882,0.524338864343698,"saturatedMedia","3_130_15"
"937",2018-12-24,0.874213468374082,0.0914487991067852,0.217105874053576,0.663226118011979,0.57882521040409,0.790186234512146,"saturatedMedia","3_130_15"
"938",2018-12-31,0.868664617487139,0.0530629094596061,0.0865671444939688,0.270189258192908,0.503084575900482,0.679334660318046,"saturatedMedia","3_130_15"
"939",2016-01-04,181111.495230768,810555.777294924,41435.1756580579,16086.2523396493,13743.4625771019,30624.8357061817,"saturatedSpendReversed","3_130_15"
"940",2016-01-11,135942.61620343,310118.640393038,87164.6267799551,17118.8066473324,15392.0170420414,22616.1060404934,"saturatedSpendReversed","3_130_15"
"941",2016-01-18,95390.933789947,118651.391814376,34543.3415928962,15901.9658529267,12062.934414129,22288.8986370729,"saturatedSpendReversed","3_130_15"
"942",2016-01-25,66935.8182404058,45396.0225081804,47421.2596065981,13683.2497159995,11435.0694305047,17667.1389027182,"saturatedSpendReversed","3_130_15"
"943",2016-02-01,96504.3436592928,144800.51821163,18793.0451820948,4022.87541650386,10396.6540945932,11833.7878293737,"saturatedSpendReversed","3_130_15"
"944",2016-02-08,67717.0979457257,55400.6782677696,21738.3504723309,11875.871965812,10040.8089622403,12241.6191155097,"saturatedSpendReversed","3_130_15"
"945",2016-02-15,246346.407628516,21196.2995052486,15960.1082921847,7837.29957864148,1893.69657027852,20814.3366920836,"saturatedSpendReversed","3_130_15"
"946",2016-02-22,172861.27423293,8109.70419070813,6324.9909161928,2304.16607612059,357.151173154528,21803.6283004202,"saturatedSpendReversed","3_130_15"
"947",2016-02-29,245965.636129247,3102.77282336493,2506.59390008721,7924.21403832121,6947.35871125694,3099.1387058685,"saturatedSpendReversed","3_130_15"
"948",2016-03-07,172594.086871892,1187.12088221942,50511.6298292714,2329.71892726644,9790.27185294306,8581.64060665723,"saturatedSpendReversed","3_130_15"
"949",2016-03-14,180426.590758007,132436.592449537,20017.7589013402,684.937364616332,8966.44527146506,6301.32132600824,"saturatedSpendReversed","3_130_15"
"950",2016-03-21,126605.338734893,50670.2402711929,7933.03785260114,201.371585197202,8571.07157819831,8155.17248102135,"saturatedSpendReversed","3_130_15"
"951",2016-03-28,88838.9661902747,217652.033927758,43882.1295676526,19472.3484616319,9216.5040996482,10966.1069043099,"saturatedSpendReversed","3_130_15"
"952",2016-04-04,62338.3025757158,83273.6681807604,17390.4879476607,5787.3823819313,7458.23267319365,10725.4887367574,"saturatedSpendReversed","3_130_15"
"953",2016-04-11,43742.7869173797,231102.105445959,6891.85037365795,1701.4904202878,7006.62268216432,4201.7214002218,"saturatedSpendReversed","3_130_15"
"954",2016-04-18,64074.5135799254,88419.6655436239,2731.24030308064,7546.30174347906,6681.44903785619,12147.8786495856,"saturatedSpendReversed","3_130_15"
"955",2016-04-25,44961.0861790336,33829.3640369905,1082.39053211086,2218.61271258284,6660.12128853968,7718.86519616218,"saturatedSpendReversed","3_130_15"
"956",2016-05-02,31549.1941718279,12943.1146805526,37984.6847012089,652.272137499356,5056.09887501858,6298.75704363712,"saturatedSpendReversed","3_130_15"
"957",2016-05-09,22138.0695503716,154825.635676779,15053.3305470891,191.768008424811,5233.5802478285,2626.87656283572,"saturatedSpendReversed","3_130_15"
"958",2016-05-16,15534.2834034958,59236.2882099358,5965.6348958114,11078.1721164104,987.053234740456,19704.795401505,"saturatedSpendReversed","3_130_15"
"959",2016-05-23,10900.406664233,395991.803869121,2364.18110921006,3256.98260222466,186.15824007205,21675.5872354875,"saturatedSpendReversed","3_130_15"
"960",2016-05-30,7648.81535629229,151506.464160326,936.924973579946,957.552885054049,4075.10944407759,11504.3627669753,"saturatedSpendReversed","3_130_15"
"961",2016-06-06,5367.1737355103,57966.3731877407,371.303367029732,281.52054820589,4368.56564115303,5632.60346330894,"saturatedSpendReversed","3_130_15"
"962",2016-06-13,3766.14581020758,22177.9343816296,147.147524353883,82.7670411725317,5383.91147992146,7867.00243966585,"saturatedSpendReversed","3_130_15"
"963",2016-06-20,64059.8645150227,380210.077694411,58.3145639014438,7683.80105409587,5895.40570511319,2890.85208153744,"saturatedSpendReversed","3_130_15"
"964",2016-06-27,44950.8069301914,145468.375725882,23.1100616741422,2259.03750990419,5631.87351598435,3770.60433020942,"saturatedSpendReversed","3_130_15"
"965",2016-07-04,61905.0212229153,55656.2005527224,15514.3585174415,664.157027911831,6302.17134511465,4582.12773970617,"saturatedSpendReversed","3_130_15"
"966",2016-07-11,43438.7533921197,21294.0623314716,6148.34028046205,195.262166206078,6908.58951568862,9007.77754116209,"saturatedSpendReversed","3_130_15"
"967",2016-07-18,36182.2132552504,967076.708248021,16778.5872531471,10715.8519473317,5582.95998265887,7387.49752825011,"saturatedSpendReversed","3_130_15"
"968",2016-07-25,25389.0590412092,370003.548575693,6649.3541284222,3150.46047251552,6892.94625272946,14614.5172147601,"saturatedSpendReversed","3_130_15"
